scenario,sample_name,target,feature_set,model,fold_start,fold_end,n_train,n_test,best_params,best_cv_roc_auc,fold_accuracy,fold_balanced_accuracy,fold_f1,fold_roc_auc
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,gradient_boosting,2022-01-01,2022-12-31,649,86,"{'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__n_estimators': 200}",0.5196818569969304,0.43023255813953487,0.4217391304347826,0.5050505050505051,0.4494565217391304
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,gradient_boosting,2023-01-01,2023-12-31,735,69,"{'model__learning_rate': 0.1, 'model__max_depth': 1, 'model__n_estimators': 200}",0.5206327533174401,0.5652173913043478,0.5301724137931034,0.6666666666666666,0.5086206896551724
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,gradient_boosting,2024-01-01,2024-12-31,804,55,"{'model__learning_rate': 0.05, 'model__max_depth': 1, 'model__n_estimators': 100}",0.5285540175180117,0.6727272727272727,0.5896358543417367,0.7804878048780488,0.6197478991596639
next_day_large_move_all_days,all_days,next_large_move_direction,controls_plus_event_proxies,gradient_boosting,2025-01-01,2025-12-31,859,61,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 200}",0.5340947816533209,0.47540983606557374,0.47956989247311826,0.5789473684210527,0.5258064516129032
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,logreg,2022-01-01,2022-12-31,649,86,{'model__C': 0.5},0.5295341423537505,0.5,0.4869565217391304,0.5904761904761905,0.5081521739130435
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,logreg,2023-01-01,2023-12-31,735,69,{'model__C': 0.5},0.5294246616366393,0.42028985507246375,0.443103448275862,0.375,0.44396551724137934
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,logreg,2024-01-01,2024-12-31,804,55,{'model__C': 1.0},0.5125062896503371,0.45454545454545453,0.4950980392156863,0.4230769230769231,0.6106442577030812
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,logreg,2025-01-01,2025-12-31,859,61,{'model__C': 0.5},0.5202428883453848,0.4918032786885246,0.49731182795698925,0.6172839506172839,0.6096774193548388
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,random_forest,2022-01-01,2022-12-31,649,86,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5130607497224537,0.5581395348837209,0.5413043478260869,0.6545454545454545,0.5228260869565218
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,random_forest,2023-01-01,2023-12-31,735,69,"{'model__max_depth': None, 'model__max_features': 0.5, 'model__min_samples_leaf': 1, 'model__n_estimators': 400}",0.4985567688564427,0.5217391304347826,0.4879310344827586,0.6292134831460674,0.5599137931034482
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,random_forest,2024-01-01,2024-12-31,804,55,"{'model__max_depth': 5, 'model__max_features': 0.5, 'model__min_samples_leaf': 5, 'model__n_estimators': 200}",0.5066583123031643,0.6,0.6127450980392157,0.6333333333333333,0.6246498599439776
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,random_forest,2025-01-01,2025-12-31,859,61,"{'model__max_depth': None, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 1, 'model__n_estimators': 200}",0.5250816753948161,0.5409836065573771,0.5473118279569893,0.6666666666666666,0.5182795698924731
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,gradient_boosting,2022-01-01,2022-12-31,649,86,"{'model__learning_rate': 0.1, 'model__max_depth': 2, 'model__n_estimators': 200}",0.5213827278428036,0.47674418604651164,0.4701086956521739,0.5360824742268041,0.49021739130434777
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,gradient_boosting,2023-01-01,2023-12-31,735,69,"{'model__learning_rate': 0.1, 'model__max_depth': 1, 'model__n_estimators': 200}",0.5182159971412854,0.5652173913043478,0.5301724137931034,0.6666666666666666,0.5086206896551724
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,gradient_boosting,2024-01-01,2024-12-31,804,55,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 100}",0.5302060577021628,0.6,0.5581232492997199,0.6944444444444444,0.607843137254902
next_day_large_move_all_days,all_days,next_large_move_direction,controls_event_regimes,gradient_boosting,2025-01-01,2025-12-31,859,61,"{'model__learning_rate': 0.05, 'model__max_depth': 2, 'model__n_estimators': 200}",0.5344816770671034,0.47540983606557374,0.47956989247311826,0.5789473684210527,0.5311827956989247
